TOURNEY_ID,TOURNEY_NAME,TOURNEY_LEVEL,TOURNEY_DRAW_SIZE,TOURNEY_SURFACE,TOURNEY_IS_INDOOR,TOURNEY_START_DATE,REF_YEAR
2024-M-DC-2024-WG2-M-BOL-URU-01,Davis Cup,Davis Cup,4,Clay,-,2024-01-13,2024
2024-0314,Gstaad,Outro,32,Clay,-,2024-01-15,2024
2026-M-DC-2026-WG1-PO-FIN-HKG-01,Davis Cup,Davis Cup,4,Hard,Não,2026-01-06,2026
2026-410,Monte Carlo,Masters 1000,56,Clay,Não,2026-01-11,2026
2026-314,Gstaad,ATP 250,28,Clay,Não,2026-01-14,2026
2026-580,Australian Open,Grand Slam,128,Hard,Não,2026-01-30,2026
1968-9343,Bloemfontein,Outro,64,Hard,-,1968-01-08,1968
1973-610,Dallas WCT,Outro,8,Carpet,Sim,1973-01-09,1973
1976-352,Paris Indoor,Outro,32,Hard,Sim,1976-01-25,1976
1980-D012,Davis Cup,Davis Cup,4,Carpet,Sim,1980-01-07,1980
1986-421,Montreal / Toronto,Masters 1000,56,Hard,-,1986-01-11,1986
1987-D062,Davis Cup,Davis Cup,4,Hard,-,1987-01-08,1987
1989-D050,Davis Cup,Davis Cup,4,Hard,-,1989-01-03,1989
1991-308,Munich,Outro,32,Clay,-,1991-01-29,1991
1992-D075,Davis Cup,Davis Cup,4,Hard,-,1992-01-04,1992
1992-D024,Davis Cup,Davis Cup,4,Carpet,Sim,1992-01-31,1992
1994-433,Scottsdale,Outro,32,Hard,-,1994-01-21,1994
1994-424,San Jose,Outro,32,Hard,-,1994-01-31,1994
1998-D069,Davis Cup,Davis Cup,4,Hard,-,1998-01-13,1998
1998-319,Kitzbuhel,Outro,48,Clay,-,1998-01-27,1998
2001-403,Miami Masters,Masters 1000,96,Hard,-,2001-01-19,2001
2002-D014,Davis Cup,Davis Cup,4,Clay,-,2002-01-03,2002
2002-375,Lyon,Outro,32,Carpet,Sim,2002-01-07,2002
2003-441,Long Island,Outro,32,Hard,-,2003-01-18,2003
2004-890,Shanghai,Outro,32,Hard,-,2004-01-27,2004
2006-D057,Davis Cup,Davis Cup,4,Hard,-,2006-01-07,2006
2007-D083,Davis Cup,Davis Cup,4,Hard,-,2007-01-20,2007
2009-D023,Davis Cup,Davis Cup,4,Hard,-,2009-01-06,2009
2009-D048,Davis Cup,Davis Cup,4,Hard,-,2009-01-06,2009
2009-D082,Davis Cup,Davis Cup,4,Hard,-,2009-01-18,2009
2010-D057,Davis Cup,Davis Cup,4,Hard,-,2010-01-09,2010
2011-421,Canada Masters,Masters 1000,56,Hard,-,2011-01-08,2011
2013-425,Barcelona,Outro,48,Clay,-,2013-01-22,2013
2014-D042,Davis Cup,Davis Cup,4,Hard,-,2014-01-12,2014
2015-D053,Davis Cup,Davis Cup,4,Clay,-,2015-01-06,2015
2015-6932,Rio de Janeiro,Outro,32,Clay,-,2015-01-16,2015
2019-7648,Budapest,Outro,32,Clay,-,2019-01-22,2019
2021-M-DC-2021-WG2-M-SUI-EST-01,Davis Cup,Davis Cup,4,Hard,-,2021-01-17,2021
2021-M-DC-2021-FLS-F-M-SRB-GER-01,Davis Cup,ATP Finals,2,Hard,-,2021-01-27,2021
2024-M-DC-2024-FLS-1-M-A-ITA-BRA-01,Davis Cup,ATP Finals,2,Hard,-,2024-01-11,2024
2025-M-DC-2025-WG1-PO-LBN-PER-01,Davis Cup,Davis Cup,4,Clay,-,2025-01-31,2025
2026-416,Rome Masters,Masters 1000,96,Clay,Não,2026-01-06,2026
2026-316,Bastad,ATP 250,28,Clay,Não,2026-01-18,2026
2026-322,Geneva,ATP 250,28,Clay,Não,2026-01-19,2026
1968-T114,Los Angeles SoCal Chps,Outro,-1,-,-,1968-01-06,1968
1970-D007,Davis Cup,Davis Cup,4,Clay,-,1970-01-07,1970
1972-802,Richmond WCT,Outro,32,Carpet,Sim,1972-01-06,1972
1973-813,Lacosta WCT,Outro,32,Hard,-,1973-01-22,1973
1977-9205,Hartford,Outro,6,Carpet,Sim,1977-01-10,1977
1977-1725,Pepsi Grand Slam,Outro,4,Clay,-,1977-01-11,1977
1977-D035,Davis Cup,Davis Cup,4,Grass,-,1977-01-16,1977
1978-308,Munich,Outro,32,Clay,-,1978-01-23,1978
1980-326,Brisbane,Outro,32,Grass,-,1980-01-06,1980
1983-D020,Davis Cup,Davis Cup,4,Clay,-,1983-01-06,1983
1985-D051,Davis Cup,Davis Cup,4,Clay,-,1985-01-10,1985
1986-310,Florence,Outro,32,Clay,-,1986-01-19,1986
1990-475,San Marino,Outro,32,Clay,-,1990-01-20,1990
1990-429,Stockholm Masters,Masters 1000,48,Carpet,Sim,1990-01-22,1990
1991-D008,Davis Cup,Davis Cup,4,Hard,-,1991-01-29,1991
1995-500,Halle,Outro,32,Grass,-,1995-01-19,1995
1995-328,Basel,Outro,32,Hard,-,1995-01-25,1995
1995-D064,Davis Cup,Davis Cup,4,Carpet,Sim,1995-01-28,1995
1996-D032,Davis Cup,Davis Cup,4,Carpet,Sim,1996-01-05,1996
1997-505,Santiago,Outro,32,Clay,-,1997-01-03,1997
1999-D071,Davis Cup,Davis Cup,4,Clay,-,1999-01-30,1999
2000-D001,Davis Cup,Davis Cup,4,Carpet,Sim,2000-01-07,2000
2000-D054,Davis Cup,Davis Cup,4,Clay,-,2000-01-14,2000
2001-499,Delray Beach,Outro,32,Hard,-,2001-01-05,2001
2002-328,Basel,Outro,32,Carpet,Sim,2002-01-21,2002
2003-D063,Davis Cup,Davis Cup,4,Clay,-,2003-01-11,2003
2004-418,Washington,Outro,32,Hard,-,2004-01-16,2004
2005-D011,Davis Cup,Davis Cup,4,Clay,-,2005-01-15,2005
2006-2276,Zagreb,Outro,32,Carpet,Sim,2006-01-30,2006
2008-D027,Davis Cup,Davis Cup,4,Clay,-,2008-01-08,2008
2008-D017,Davis Cup,Davis Cup,4,Hard,-,2008-01-11,2008
2009-D072,Davis Cup,Davis Cup,4,Hard,-,2009-01-10,2009
2009-D013,Davis Cup,Davis Cup,4,Clay,-,2009-01-18,2009
2012-D062,Davis Cup,Davis Cup,4,Hard,-,2012-01-06,2012
2012-D057,Davis Cup,Davis Cup,4,Clay,-,2012-01-06,2012
2014-422,Cincinnati Masters,Masters 1000,56,Hard,-,2014-01-10,2014
2016-M014,Moscow,Outro,32,Hard,-,2016-01-17,2016
2020-0407,Rotterdam,Outro,32,Hard,-,2020-01-10,2020
2021-M-DC-2021-FLS-M-RTF-SWE-01,Davis Cup,ATP Finals,2,Hard,-,2021-01-02,2021
2026-308,Munich,ATP 500,32,Clay,Não,2026-01-14,2026
2026-311,Queen's Club,ATP 500,32,Grass,Não,2026-01-15,2026
2026-520,Roland Garros,Grand Slam,128,Clay,Não,2026-01-25,2026
1968-355,Salisbury,Outro,64,Hard,-,1968-01-12,1968
1968-D002,Davis Cup,Davis Cup,4,Grass,-,1968-01-26,1968
1968-6832,Midland NTL,Outro,8,Hard,-,1968-01-27,1968
1974-301,Auckland,Outro,32,Grass,-,1974-01-07,1974
1974-2016,London,Outro,32,Carpet,Sim,1974-01-16,1974
1975-D052,Davis Cup,Davis Cup,4,Clay,-,1975-01-01,1975
1976-D036,Davis Cup,Davis Cup,4,-,-,1976-01-10,1976
1977-813,La Costa,Outro,64,Hard,-,1977-01-21,1977
1979-D021,Davis Cup,Davis Cup,4,-,-,1979-01-14,1979
1979-405,Houston,Outro,32,Clay,-,1979-01-16,1979
1982-D001,Davis Cup,Davis Cup,4,Clay,-,1982-01-11,1982
1985-318,Livingston,Outro,32,Hard,-,1985-01-22,1985
1987-D004,Davis Cup,Davis Cup,4,Grass,-,1987-01-02,1987
1988-D056,Davis Cup,Davis Cup,4,Hard,-,1988-01-08,1988
1989-D064,Davis Cup,Davis Cup,4,Carpet,Sim,1989-01-05,1989
1990-580,Australian Open,Grand Slam,128,Hard,-,1990-01-15,1990
1992-410,Monte Carlo Masters,Masters 1000,56,Clay,-,1992-01-20,1992
1993-605,Tour Finals,ATP Finals,8,Carpet,Sim,1993-01-15,1993
1993-D023,Davis Cup,Davis Cup,4,Hard,-,1993-01-30,1993
1994-401,Philadelphia,Outro,32,Carpet,Sim,1994-01-14,1994
1994-357,Stuttgart Indoor,Outro,32,Carpet,Sim,1994-01-14,1994
1995-D049,Davis Cup,Davis Cup,4,Grass,-,1995-01-03,1995
1996-311,Queen's Club,Outro,56,Grass,-,1996-01-10,1996
1996-568,St. Petersburg,Outro,32,Carpet,Sim,1996-01-18,1996
1997-357,Stuttgart Masters,Masters 1000,48,Carpet,Sim,1997-01-20,1997
2000-D010,Davis Cup,Davis Cup,4,Grass,-,2000-01-07,2000
2001-D025,Davis Cup,Davis Cup,4,Clay,-,2001-01-09,2001
2002-416,Rome Masters,Masters 1000,64,Clay,-,2002-01-06,2002
2003-D020,Davis Cup,Davis Cup,4,Clay,-,2003-01-07,2003
2006-D014,Davis Cup,Davis Cup,4,Clay,-,2006-01-22,2006
2008-773,Bucharest,Outro,32,Clay,-,2008-01-08,2008
2008-311,Queen's Club,Outro,56,Grass,-,2008-01-09,2008
2009-3348,New Haven,Outro,48,Hard,-,2009-01-23,2009
2010-807,Acapulco,Outro,32,Clay,-,2010-01-22,2010
2013-6116,Atlanta,Outro,28,Hard,-,2013-01-22,2013
2013-319,Kitzbuhel,Outro,28,Clay,-,2013-01-28,2013
2016-M-DC-2016-G2-AM-M-PUR-ESA-01,Davis Cup,Davis Cup,4,Hard,-,2016-01-04,2016
2017-6242,Winston-Salem,Outro,64,Hard,-,2017-01-21,2017
2018-0499,Delray Beach,Outro,32,Hard,-,2018-01-19,2018
2022-M-DC-2022-WG1-M-HUN-UKR-01,Davis Cup,Davis Cup,4,Hard,-,2022-01-15,2022
2024-M-DC-2024-WG1-M-SUI-PER-01,Davis Cup,Davis Cup,4,Hard,-,2024-01-13,2024
2025-M-DC-2025-WG2-R1-SLO-URU-04,Davis Cup,Davis Cup,4,Hard,-,2025-01-12,2025
2026-520,Roland Garros,Grand Slam,128,Clay,Não,2026-01-02,2026
2026-301,Auckland,ATP 250,32,Hard,Não,2026-01-16,2026
2026-7290,Estoril,ATP 250,28,Clay,Não,2026-01-22,2026
1968-316,Bastad 1,Outro,32,Clay,-,1968-01-08,1968
1969-D050,Davis Cup,Davis Cup,4,Hard,-,1969-01-19,1969
1975-9340,World Invitational Classic,Outro,4,Clay,-,1975-01-20,1975
1977-426,Johannesburg WCT,Outro,32,Hard,-,1977-01-28,1977
1978-D032,Davis Cup,Davis Cup,4,-,-,1978-01-03,1978
1978-D025,Davis Cup,Davis Cup,4,Grass,-,1978-01-15,1978
1981-D051,Davis Cup,Davis Cup,4,Hard,-,1981-01-06,1981
1981-705,North Conway,Outro,64,Clay,-,1981-01-28,1981
1986-D021,Davis Cup,Davis Cup,4,Clay,-,1986-01-07,1986
1988-D017,Davis Cup,Davis Cup,4,Clay,-,1988-01-05,1988
1990-354,Wellington,Outro,32,Hard,-,1990-01-01,1990
1992-416,Rome Masters,Masters 1000,64,Clay,-,1992-01-11,1992
1993-D056,Davis Cup,Davis Cup,4,Hard,-,1993-01-05,1993
1993-401,Philadelphia,Outro,32,Carpet,Sim,1993-01-15,1993
1996-420,New Haven,Outro,56,Hard,-,1996-01-12,1996
1999-D030,Davis Cup,Davis Cup,4,Hard,-,1999-01-16,1999
2000-407,Rotterdam,Outro,32,Hard,-,2000-01-14,2000
2002-338,Sydney,Outro,32,Hard,-,2002-01-07,2002
2002-D022,Davis Cup,Davis Cup,4,Hard,-,2002-01-08,2002
2003-433,Scottsdale,Outro,32,Hard,-,2003-01-03,2003
2004-D047,Davis Cup,Davis Cup,4,Hard,-,2004-01-09,2004
2008-440,s Hertogenbosch,Outro,32,Grass,-,2008-01-15,2008
2008-2276,Zagreb,Outro,32,Hard,-,2008-01-25,2008
2010-747,Beijing,Outro,32,Hard,-,2010-01-04,2010
2010-D013,Davis Cup,Davis Cup,4,Hard,-,2010-01-05,2010
2010-500,Halle,Outro,32,Grass,-,2010-01-07,2010
2010-605,Tour Finals,ATP Finals,8,Hard,-,2010-01-21,2010
2012-D065,Davis Cup,Davis Cup,4,Hard,-,2012-01-14,2012
2012-580,Australian Open,Grand Slam,128,Hard,-,2012-01-16,2012
2013-495,Dubai,Outro,32,Hard,-,2013-01-25,2013
2014-D038,Davis Cup,Davis Cup,4,Hard,-,2014-01-12,2014
2014-D043,Davis Cup,Davis Cup,4,Hard,-,2014-01-31,2014
2016-M-DC-2016-G2-EPA-M-BUL-TUR-01,Davis Cup,Davis Cup,4,Hard,-,2016-01-04,2016
2017-560,US Open,Grand Slam,128,Hard,-,2017-01-28,2017
2019-0352,Paris Masters,Masters 1000,64,Hard,-,2019-01-28,2019
2020-0319,Kitzbuhel,Outro,32,Clay,-,2020-01-07,2020
2021-M-DC-2021-FLS-B-M-KAZ-SWE-01,Davis Cup,ATP Finals,2,Hard,-,2021-01-27,2021
2025-M-DC-2025-QLS-M-BEL-CHI-01,Davis Cup,Davis Cup,4,Hard,-,2025-01-31,2025
1970-9291,Newport 2,Outro,8,Grass,-,1970-01-26,1970
1975-D056,Davis Cup,Davis Cup,4,Carpet,Sim,1975-01-19,1975
1976-661,Dusseldorf,Outro,64,Clay,-,1976-01-22,1976
1978-D031,Davis Cup,Davis Cup,4,-,-,1978-01-05,1978
1979-D038,Davis Cup,Davis Cup,4,Carpet,Sim,1979-01-14,1979
1979-329,Tokyo Outdoor,Outro,64,Clay,-,1979-01-22,1979
1983-702,Venice,Outro,32,Clay,-,1983-01-06,1983
1983-D045,Davis Cup,Davis Cup,4,Clay,-,1983-01-10,1983
1985-417,Boston,Outro,56,Clay,-,1985-01-08,1985
1986-341,Metz,Outro,32,Carpet,Sim,1986-01-10,1986
1986-416,Rome,Masters 1000,64,Clay,-,1986-01-12,1986
1986-405,Houston,Outro,32,Carpet,Sim,1986-01-17,1986
1987-401,Philadelphia,Outro,48,Carpet,Sim,1987-01-02,1987
1987-D025,Davis Cup,Davis Cup,4,Clay,-,1987-01-02,1987
1988-420,Stratton Mountain,Outro,64,Hard,-,1988-01-25,1988
1989-D073,Davis Cup,Davis Cup,4,Clay,-,1989-01-07,1989
1990-D054,Davis Cup,Davis Cup,4,Hard,-,1990-01-15,1990
1991-327,Toulouse,Outro,32,Hard,-,1991-01-30,1991
1993-424,San Francisco,Outro,32,Hard,-,1993-01-01,1993
1993-D005,Davis Cup,Davis Cup,4,Clay,-,1993-01-03,1993
1996-D008,Davis Cup,Davis Cup,4,Hard,-,1996-01-05,1996
1997-408,Milan,Outro,32,Carpet,Sim,1997-01-24,1997
2000-451,Doha,Outro,32,Hard,-,2000-01-03,2000
2000-D082,Davis Cup,Davis Cup,4,Hard,-,2000-01-04,2000
2000-D049,Davis Cup,Davis Cup,4,Clay,-,2000-01-08,2000
2000-890,Shanghai,Outro,32,Hard,-,2000-01-16,2000
2004-D061,Davis Cup,Davis Cup,4,Hard,-,2004-01-06,2004
2004-440,s Hertogenbosch,Outro,32,Grass,-,2004-01-14,2004
2007-D034,Davis Cup,Davis Cup,4,Carpet,Sim,2007-01-06,2007
2009-D030,Davis Cup,Davis Cup,4,Clay,-,2009-01-06,2009
2010-505,Santiago,Outro,32,Clay,-,2010-01-01,2010
2010-311,Queen's Club,Outro,56,Grass,-,2010-01-07,2010
2011-615,Dusseldorf,Outro,32,Clay,-,2011-01-15,2011
2012-D066,Davis Cup,Davis Cup,4,Hard,-,2012-01-14,2012
2013-D043,Davis Cup,Davis Cup,4,Hard,-,2013-01-05,2013
2013-D036,Davis Cup,Davis Cup,4,Clay,-,2013-01-13,2013
2015-416,Rome Masters,Masters 1000,56,Clay,-,2015-01-10,2015
2015-315,Newport,Outro,32,Grass,-,2015-01-13,2015
2015-D063,Davis Cup,Davis Cup,4,Clay,-,2015-01-18,2015
2017-0301,Auckland,Outro,32,Hard,-,2017-01-09,2017
2018-6932,Rio de Janeiro,Outro,32,Clay,-,2018-01-19,2018
2021-580,Australian Open,Grand Slam,128,Hard,-,2021-01-08,2021
2021-M-DC-2021-WG1-M-BIH-PER-01,Davis Cup,Davis Cup,4,Clay,-,2021-01-17,2021
2021-M-DC-2021-FLS-A-M-ESP-ECU-01,Davis Cup,ATP Finals,2,Hard,-,2021-01-26,2021
2024-M-DC-2024-WG1-M-SRB-GRE-01,Davis Cup,Davis Cup,4,Hard,-,2024-01-14,2024
2024-M-DC-2024-WG2-M-GEO-MEX-01,Davis Cup,Davis Cup,4,Hard,-,2024-01-14,2024
2026-4462,Bucharest,ATP 250,28,Clay,Não,2026-01-01,2026
2026-M-DC-2026-WG1-PO-KAZ-MON-01,Davis Cup,Davis Cup,4,Hard,Não,2026-01-06,2026
2026-311,Queen's Club,ATP 500,32,Grass,Não,2026-01-16,2026
1969-9330,Vienna,Outro,8,Hard,-,1969-01-13,1969
1973-D036,Davis Cup,Davis Cup,4,-,-,1973-01-04,1973
1973-336,Hong Kong,Outro,32,Hard,-,1973-01-29,1973
1974-D017,Davis Cup,Davis Cup,4,Clay,-,1974-01-08,1974
1975-D023,Davis Cup,Davis Cup,4,-,-,1975-01-16,1975
1976-D041,Davis Cup,Davis Cup,4,Hard,-,1976-01-17,1976
1976-D053,Davis Cup,Davis Cup,4,-,-,1976-01-30,1976
1977-656,Jackson,Outro,16,Carpet,Sim,1977-01-04,1977
1977-D020,Davis Cup,Davis Cup,4,-,-,1977-01-23,1977
1978-D012,Davis Cup,Davis Cup,4,-,-,1978-01-01,1978
1978-D027,Davis Cup,Davis Cup,4,-,-,1978-01-16,1978
1980-520,Roland Garros,Grand Slam,128,Clay,-,1980-01-26,1980
1983-D057,Davis Cup,Davis Cup,4,Hard,-,1983-01-04,1983
1983-D036,Davis Cup,Davis Cup,4,Clay,-,1983-01-14,1983
1984-320,Cleveland,Outro,32,Hard,-,1984-01-06,1984
1984-329,Tokyo Outdoor,Outro,64,Hard,-,1984-01-08,1984
1989-224,Schenectady,Outro,32,Hard,-,1989-01-17,1989
1991-D041,Davis Cup,Davis Cup,4,Clay,-,1991-01-14,1991
1991-D045,Davis Cup,Davis Cup,4,Carpet,Sim,1991-01-29,1991
1993-240,Sao Paulo,Outro,32,Clay,-,1993-01-01,1993
1996-D027,Davis Cup,Davis Cup,4,Grass,-,1996-01-09,1996
1996-D005,Davis Cup,Davis Cup,4,Clay,-,1996-01-20,1996
1997-306,St. Poelten,Outro,32,Clay,-,1997-01-19,1997
2001-D050,Davis Cup,Davis Cup,4,Hard,-,2001-01-06,2001
2002-301,Auckland,Outro,32,Hard,-,2002-01-07,2002
2002-D081,Davis Cup,Davis Cup,4,Hard,-,2002-01-20,2002
2007-D032,Davis Cup,Davis Cup,4,Clay,-,2007-01-09,2007
2009-316,Bastad,Outro,28,Clay,-,2009-01-13,2009
2011-747,Beijing,Outro,32,Hard,-,2011-01-03,2011
2011-D069,Davis Cup,Davis Cup,4,Hard,-,2011-01-08,2011
2011-568,St. Petersburg,Outro,32,Hard,-,2011-01-24,2011
2012-421,Canada Masters,Masters 1000,48,Hard,-,2012-01-06,2012
2012-D004,Davis Cup,Davis Cup,4,Clay,-,2012-01-10,2012
2012-375,Montpellier,Outro,28,Hard,-,2012-01-30,2012
2013-1536,Madrid Masters,Masters 1000,56,Clay,-,2013-01-05,2013
2015-319,Kitzbuhel,Outro,28,Clay,-,2015-01-03,2015
2017-M-DC-2017-G2-AO-M-VIE-HKG-01,Davis Cup,Davis Cup,4,Hard,-,2017-01-03,2017
2017-7161,Quito,Outro,32,Clay,-,2017-01-06,2017
2018-M-DC-2018-G2-EPA-M-ROU-POL-01,Davis Cup,Davis Cup,4,Clay,-,2018-01-15,2018
2021-0315,Newport,Outro,32,Grass,-,2021-01-12,2021
2024-0407,Rotterdam,Outro,32,Hard,-,2024-01-12,2024
2024-0439,Umag,Outro,32,Clay,-,2024-01-22,2024
2025-M-DC-2025-WG1-PO-ROU-BUL-01,Davis Cup,Davis Cup,4,Hard,-,2025-01-31,2025
2025-M-DC-2025-WG2-PO-CHN-MNE-03,Davis Cup,Davis Cup,-1,Hard,-,2025-01-31,2025
2026-6932,Rio de Janeiro,ATP 500,32,Clay,Não,2026-01-18,2026
1968-D036,Davis Cup,Davis Cup,4,-,-,1968-01-26,1968
1970-2050,Newport,Outro,64,Grass,-,1970-01-05,1970
1972-D055,Davis Cup,Davis Cup,4,-,-,1972-01-24,1972
1973-D052,Davis Cup,Davis Cup,4,Clay,-,1973-01-18,1973
1973-540,Wimbledon,Grand Slam,128,Grass,-,1973-01-25,1973
1975-1603,St. Petersburg WCT,Outro,32,Hard,-,1975-01-03,1975
1975-278,Barcelona,Outro,64,Clay,-,1975-01-07,1975
1975-D055,Davis Cup,Davis Cup,4,Clay,-,1975-01-18,1975
1975-424,San Francisco,Outro,64,Carpet,Sim,1975-01-26,1975
1976-D017,Davis Cup,Davis Cup,4,Clay,-,1976-01-17,1976
1976-320,Cleveland,Outro,32,Carpet,Sim,1976-01-29,1976
1977-722,Buenos Aires,Outro,16,Clay,-,1977-01-14,1977
1979-206,Cairo,Outro,32,Clay,-,1979-01-09,1979
1981-332,Cologne,Outro,32,Hard,-,1981-01-26,1981
1983-D005,Davis Cup,Davis Cup,4,Grass,-,1983-01-30,1983
1985-338,Sydney Outdoor,Outro,56,Grass,-,1985-01-09,1985
1986-D029,Davis Cup,Davis Cup,4,Clay,-,1986-01-09,1986
1986-520,Roland Garros,Grand Slam,128,Clay,-,1986-01-26,1986
1988-341,Metz,Outro,32,Carpet,Sim,1988-01-22,1988
1989-322,Geneva,Outro,32,Clay,-,1989-01-11,1989
1989-D008,Davis Cup,Davis Cup,4,Hard,-,1989-01-21,1989
1990-301,Auckland,Outro,32,Hard,-,1990-01-08,1990
1990-D007,Davis Cup,Davis Cup,4,Clay,-,1990-01-30,1990
1994-426,Sun City,Outro,32,Hard,-,1994-01-28,1994
1998-416,Rome Masters,Masters 1000,64,Clay,-,1998-01-11,1998
2000-D007,Davis Cup,Davis Cup,4,Hard,-,2000-01-07,2000
2002-717,Houston,Outro,32,Clay,-,2002-01-22,2002
2004-891,Chennai,Outro,32,Hard,-,2004-01-05,2004
2004-D016,Davis Cup,Davis Cup,4,Hard,-,2004-01-06,2004
2005-D041,Davis Cup,Davis Cup,4,Hard,-,2005-01-04,2005
2005-404,Indian Wells Masters,Masters 1000,96,Hard,-,2005-01-07,2005
2006-D015,Davis Cup,Davis Cup,4,Carpet,Sim,2006-01-01,2006
2006-773,Bucharest,Outro,32,Clay,-,2006-01-11,2006
2007-495,Dubai,Outro,32,Hard,-,2007-01-26,2007
2009-D069,Davis Cup,Davis Cup,4,Clay,-,2009-01-10,2009
2009-404,Indian Wells Masters,Masters 1000,96,Hard,-,2009-01-12,2009
2011-D023,Davis Cup,Davis Cup,4,Clay,-,2011-01-04,2011
2012-505,Santiago,Outro,28,Clay,-,2012-01-30,2012
2013-D068,Davis Cup,Davis Cup,4,Hard,-,2013-01-01,2013
2015-D008,Davis Cup,Davis Cup,4,Hard,-,2015-01-06,2015
2016-0451,Doha,Outro,32,Hard,-,2016-01-04,2016
2017-M-DC-2017-WG-M-ESP-CRO-01,Davis Cup,Davis Cup,4,Hard,-,2017-01-03,2017
2018-M-DC-2018-G2-AO-M-THA-SRI-01,Davis Cup,Davis Cup,4,Clay,-,2018-01-03,2018
2019-0439,Umag,Outro,32,Clay,-,2019-01-15,2019
2022-1536,Madrid Masters,Masters 1000,64,Clay,-,2022-01-02,2022
2023-M-DC-2023-QLS-M-KAZ-CHI-01,Davis Cup,Davis Cup,4,Clay,-,2023-01-04,2023
2023-M-DC-2023-FLS-3-C-M-ESP-SRB-01,Davis Cup,ATP Finals,2,Hard,-,2023-01-15,2023
2026-375,Montpellier,ATP 250,28,Hard,Sim,2026-01-05,2026
1973-D024,Davis Cup,Davis Cup,4,Clay,-,1973-01-05,1973
1974-2035,New Orleans WCT,Outro,32,-,-,1974-01-07,1974
1974-D060,Davis Cup,Davis Cup,4,-,-,1974-01-16,1974
1975-2021,Freeport,Outro,32,-,-,1975-01-13,1975
1976-402,Memphis WCT,Outro,16,Carpet,Sim,1976-01-09,1976
1976-D006,Davis Cup,Davis Cup,4,Grass,-,1976-01-09,1976
1976-1725,Pepsi Grand Slam,Outro,4,Clay,-,1976-01-10,1976
1977-520,Roland Garros,Grand Slam,128,Clay,-,1977-01-23,1977
1978-716,Dayton,Outro,32,Carpet,Sim,1978-01-02,1978
1979-389,Denver,Outro,32,Carpet,Sim,1979-01-19,1979
1980-1725,Pepsi Grand Slam,Outro,4,Clay,-,1980-01-08,1980
1983-D001,Davis Cup,Davis Cup,4,Clay,-,1983-01-04,1983
1983-322,Geneva,Outro,32,Clay,-,1983-01-19,1983
1985-323,Bordeaux,Outro,32,Clay,-,1985-01-16,1985
1986-D066,Davis Cup,Davis Cup,4,Hard,-,1986-01-07,1986
1987-330,Tel Aviv,Outro,32,Hard,-,1987-01-12,1987
1987-D063,Davis Cup,Davis Cup,4,Clay,-,1987-01-13,1987
1988-424,San Francisco,Outro,32,Carpet,Sim,1988-01-26,1988
1989-237,Sao Paulo,Outro,32,Carpet,Sim,1989-01-06,1989
1989-D009,Davis Cup,Davis Cup,4,Hard,-,1989-01-07,1989
1989-D044,Davis Cup,Davis Cup,4,Carpet,Sim,1989-01-21,1989
1989-352,Paris Indoor,Outro,32,Carpet,Sim,1989-01-30,1989
1991-375,Lyon,Outro,32,Carpet,Sim,1991-01-14,1991
1992-D053,Davis Cup,Davis Cup,4,Clay,-,1992-01-01,1992
1993-357,Stuttgart Indoor,Outro,32,Carpet,Sim,1993-01-15,1993
1995-D018,Davis Cup,Davis Cup,4,Clay,-,1995-01-03,1995
1995-422,Cincinnati Masters,Masters 1000,56,Hard,-,1995-01-07,1995
1995-D003,Davis Cup,Davis Cup,4,Clay,-,1995-01-22,1995
1996-403,Miami Masters,Masters 1000,96,Hard,-,1996-01-18,1996
1996-D075,Davis Cup,Davis Cup,4,Hard,-,1996-01-20,1996
1996-357,Stuttgart Masters,Masters 1000,48,Carpet,Sim,1996-01-21,1996
1996-375,Lyon,Outro,32,Carpet,Sim,1996-01-30,1996
1997-402,Memphis,Outro,48,Hard,-,1997-01-17,1997
1997-80,Boston,Outro,32,Hard,-,1997-01-18,1997
1997-D077,Davis Cup,Davis Cup,4,Carpet,Sim,1997-01-19,1997
2000-D040,Davis Cup,Davis Cup,4,Clay,-,2000-01-21,2000
2002-D030,Davis Cup,Davis Cup,4,Clay,-,2002-01-08,2002
2003-D044,Davis Cup,Davis Cup,4,Hard,-,2003-01-04,2003
2004-D008,Davis Cup,Davis Cup,4,Carpet,Sim,2004-01-06,2004
2004-429,Stockholm,Outro,32,Hard,-,2004-01-25,2004
2008-96,Beijing Olympics,Olympics Games,64,Hard,-,2008-01-11,2008
2009-D004,Davis Cup,Davis Cup,4,Hard,-,2009-01-06,2009
2011-D002,Davis Cup,Davis Cup,4,Hard,-,2011-01-04,2011
2012-D026,Davis Cup,Davis Cup,4,Hard,-,2012-01-06,2012
2012-D008,Davis Cup,Davis Cup,4,Clay,-,2012-01-10,2012
2014-321,Stuttgart,Outro,28,Clay,-,2014-01-07,2014
2014-6003,Kuala Lumpur,Outro,28,Hard,-,2014-01-22,2014
2017-0329,Tokyo,Outro,32,Hard,-,2017-01-02,2017
2022-0418,Washington,Outro,64,Hard,-,2022-01-01,2022
2022-0314,Gstaad,Outro,32,Clay,-,2022-01-18,2022
1971-D045,Davis Cup,Davis Cup,4,Clay,-,1971-01-30,1971
1974-401,Philadelphia WCT,Outro,128,Carpet,Sim,1974-01-21,1974
1975-314,Gstaad,Outro,32,Clay,-,1975-01-07,1975
1977-D044,Davis Cup,Davis Cup,4,-,-,1977-01-01,1977
